dataset_id,dataset_version,sample_id,image_path,age,gender,identity_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,landmarks_path,dataset_split,source,is_valid,validation_error,metadata_json
DS001,official,00159,data/00159A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":159}"
DS001,official,00160,data/00160A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":160}"
DS001,official,00161,data/00161A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":161}"
DS001,official,00162,data/00162A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":162}"
DS001,official,00163,data/00163A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":163}"
DS001,official,00164,data/00164A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":164}"
DS001,official,00165,data/00165A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":165}"
DS001,official,00166,data/00166A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":166}"
DS001,official,00167,data/00167A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":167}"
DS001,official,00168,data/00168A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":168}"
DS001,official,00169,data/00169A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":169}"
DS001,official,00170,data/00170A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":170}"
DS001,official,00171,data/00171A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":171}"
DS001,official,00172,data/00172A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":172}"
DS001,official,00173,data/00173A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":173}"
DS001,official,00174,data/00174A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":174}"
DS001,official,00175,data/00175A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":175}"
DS001,official,00176,data/00176A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":176}"
DS001,official,00177,data/00177A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":177}"
DS001,official,00178,data/00178A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":178}"
DS001,official,00179,data/00179A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":179}"
DS001,official,00180,data/00180A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":180}"
DS001,official,00181,data/00181A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":181}"
DS001,official,00182,data/00182A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":182}"
DS001,official,00183,data/00183A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":183}"
DS001,official,00184,data/00184A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":184}"
DS001,official,00185,data/00185A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":185}"
DS001,official,00186,data/00186A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":186}"
DS001,official,00187,data/00187A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":187}"
DS001,official,00188,data/00188A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":188}"
DS001,official,00189,data/00189A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":189}"
DS001,official,00190,data/00190A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":190}"
DS001,official,00191,data/00191A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":191}"
DS001,official,00192,data/00192A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":192}"
DS001,official,00193,data/00193A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":193}"
DS001,official,00194,data/00194A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":194}"
DS001,official,00195,data/00195A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":195}"
DS001,official,00196,data/00196A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":196}"
DS001,official,00197,data/00197A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":197}"
DS001,official,00198,data/00198A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":198}"
DS001,official,00199,data/00199A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":199}"
DS001,official,00200,data/00200A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":200}"
DS001,official,00201,data/00201A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":201}"
DS001,official,00202,data/00202A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":202}"
DS001,official,00203,data/00203A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":203}"
DS001,official,00204,data/00204A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":204}"
DS001,official,00205,data/00205A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":205}"
DS001,official,00206,data/00206A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":206}"
DS001,official,00207,data/00207A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":207}"
DS001,official,00208,data/00208A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":208}"
DS001,official,00209,data/00209A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":209}"
DS001,official,00210,data/00210A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":210}"
DS001,official,00211,data/00211A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":211}"
DS001,official,00212,data/00212A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":212}"
DS001,official,00213,data/00213A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":213}"
DS001,official,00214,data/00214A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":214}"
DS001,official,00215,data/00215A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":215}"
DS001,official,00216,data/00216A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":216}"
DS001,official,00217,data/00217A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":217}"
DS001,official,00218,data/00218A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":218}"
DS001,official,00219,data/00219A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":219}"
DS001,official,00220,data/00220A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":220}"
DS001,official,00221,data/00221A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":221}"
DS001,official,00222,data/00222A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":222}"
DS001,official,00223,data/00223A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":223}"
DS001,official,00224,data/00224A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":224}"
DS001,official,00225,data/00225A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":225}"
DS001,official,00226,data/00226A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":226}"
DS001,official,00227,data/00227A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":227}"
DS001,official,00228,data/00228A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":228}"
DS001,official,00229,data/00229A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":229}"
DS001,official,00230,data/00230A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":230}"
DS001,official,00231,data/00231A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":231}"
DS001,official,00232,data/00232A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":232}"
DS001,official,00233,data/00233A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":233}"
DS001,official,00234,data/00234A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":234}"
DS001,official,00235,data/00235A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":235}"
DS001,official,00236,data/00236A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":236}"
DS001,official,00237,data/00237A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":237}"
DS001,official,00238,data/00238A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":238}"
DS001,official,00239,data/00239A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":239}"
DS001,official,00240,data/00240A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":240}"
DS001,official,00241,data/00241A05.jpg,5,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":241}"
